round,accuracy,profile
0,58.048780487804876,she_dp
1,53.65853658536585,she_dp
2,54.63414634146341,she_dp
3,59.51219512195122,she_dp
4,64.39024390243902,she_dp
5,65.85365853658537,she_dp
6,65.85365853658537,she_dp
7,69.26829268292683,she_dp
8,71.70731707317073,she_dp
9,74.14634146341463,she_dp
10,74.63414634146342,she_dp
11,77.07317073170732,she_dp
12,77.07317073170732,she_dp
13,79.02439024390245,she_dp
14,80.97560975609755,she_dp
15,81.46341463414635,she_dp
16,80.48780487804878,she_dp
17,79.51219512195122,she_dp
18,80.97560975609755,she_dp
19,80.48780487804878,she_dp
20,81.46341463414635,she_dp
21,82.92682926829268,she_dp
22,81.46341463414635,she_dp
23,81.95121951219512,she_dp
24,80.97560975609755,she_dp
25,79.51219512195122,she_dp
