round,accuracy,profile
0,44.8780487804878,she_dp
1,56.09756097560975,she_dp
2,64.39024390243902,she_dp
3,71.21951219512195,she_dp
4,74.63414634146342,she_dp
5,74.63414634146342,she_dp
6,80.97560975609755,she_dp
7,80.97560975609755,she_dp
8,81.95121951219512,she_dp
9,84.39024390243902,she_dp
10,84.39024390243902,she_dp
11,83.90243902439025,she_dp
12,81.95121951219512,she_dp
13,80.48780487804878,she_dp
14,81.46341463414635,she_dp
15,80.48780487804878,she_dp
16,80.97560975609755,she_dp
17,80.48780487804878,she_dp
18,80.48780487804878,she_dp
19,80.0,she_dp
20,79.51219512195122,she_dp
21,81.46341463414635,she_dp
22,81.46341463414635,she_dp
23,82.92682926829268,she_dp
24,83.90243902439025,she_dp
25,82.92682926829268,she_dp
26,81.95121951219512,she_dp
