round,accuracy,profile
0,37.5609756097561,she_dp
2,52.19512195121951,she_dp
3,59.51219512195122,she_dp
4,54.146341463414636,she_dp
5,54.63414634146341,she_dp
6,53.170731707317074,she_dp
7,49.75609756097561,she_dp
8,49.75609756097561,she_dp
9,52.19512195121951,she_dp
10,52.68292682926829,she_dp
11,53.65853658536585,she_dp
12,55.1219512195122,she_dp
13,56.09756097560975,she_dp
14,55.609756097560975,she_dp
15,55.1219512195122,she_dp
16,54.63414634146341,she_dp
17,55.1219512195122,she_dp
18,54.63414634146341,she_dp
19,54.63414634146341,she_dp
20,54.146341463414636,she_dp
21,54.146341463414636,she_dp
22,54.146341463414636,she_dp
23,53.65853658536585,she_dp
24,55.1219512195122,she_dp
25,55.1219512195122,she_dp
26,56.09756097560975,she_dp
27,56.09756097560975,she_dp
