round,accuracy,profile
0,51.21951219512195,she
2,70.73170731707317,she
3,78.04878048780488,she
4,81.95121951219512,she
5,81.95121951219512,she
6,82.92682926829268,she
7,81.95121951219512,she
8,82.92682926829268,she
9,81.95121951219512,she
10,81.46341463414635,she
11,80.97560975609755,she
12,81.46341463414635,she
13,81.95121951219512,she
14,81.95121951219512,she
15,81.95121951219512,she
