round,accuracy,profile
0,49.26829268292683,she_dp
1,51.21951219512195,she_dp
2,51.707317073170735,she_dp
3,51.707317073170735,she_dp
4,51.707317073170735,she_dp
5,52.68292682926829,she_dp
6,56.09756097560975,she_dp
7,59.02439024390244,she_dp
8,60.0,she_dp
9,66.82926829268293,she_dp
10,70.73170731707317,she_dp
11,75.1219512195122,she_dp
12,76.58536585365853,she_dp
13,77.07317073170732,she_dp
14,79.51219512195122,she_dp
15,78.53658536585365,she_dp
16,81.95121951219512,she_dp
17,81.95121951219512,she_dp
18,81.46341463414635,she_dp
19,80.97560975609755,she_dp
20,80.97560975609755,she_dp
21,80.48780487804878,she_dp
22,78.53658536585365,she_dp
23,78.04878048780488,she_dp
24,78.04878048780488,she_dp
25,78.04878048780488,she_dp
