round,accuracy,profile
0,50.24390243902439,she_dp
1,47.80487804878049,she_dp
2,60.48780487804878,she_dp
3,60.48780487804878,she_dp
4,65.36585365853658,she_dp
5,69.7560975609756,she_dp
6,64.39024390243902,she_dp
7,72.1951219512195,she_dp
8,75.1219512195122,she_dp
9,77.07317073170732,she_dp
10,78.53658536585365,she_dp
11,76.09756097560975,she_dp
12,77.5609756097561,she_dp
13,77.5609756097561,she_dp
14,75.1219512195122,she_dp
15,75.1219512195122,she_dp
16,75.1219512195122,she_dp
17,75.1219512195122,she_dp
18,78.04878048780488,she_dp
19,79.51219512195122,she_dp
20,80.0,she_dp
21,79.02439024390245,she_dp
22,79.02439024390245,she_dp
23,78.53658536585365,she_dp
24,78.04878048780488,she_dp
25,79.51219512195122,she_dp
26,80.0,she_dp
27,80.97560975609755,she_dp
28,79.51219512195122,she_dp
29,79.02439024390245,she_dp
30,80.48780487804878,she_dp
31,79.51219512195122,she_dp
32,80.48780487804878,she_dp
33,80.97560975609755,she_dp
34,80.48780487804878,she_dp
35,80.0,she_dp
36,78.53658536585365,she_dp
37,79.51219512195122,she_dp
38,79.51219512195122,she_dp
39,79.02439024390245,she_dp
40,79.02439024390245,she_dp
41,79.02439024390245,she_dp
42,79.51219512195122,she_dp
43,80.48780487804878,she_dp
44,80.97560975609755,she_dp
45,81.46341463414635,she_dp
46,81.46341463414635,she_dp
47,81.46341463414635,she_dp
48,81.95121951219512,she_dp
49,81.95121951219512,she_dp
50,81.95121951219512,she_dp
