round,accuracy,profile
0,51.21951219512195,she_dp
2,46.34146341463415,she_dp
3,45.36585365853659,she_dp
4,46.829268292682926,she_dp
5,46.34146341463415,she_dp
6,44.8780487804878,she_dp
7,43.90243902439025,she_dp
8,45.853658536585364,she_dp
9,45.36585365853659,she_dp
10,50.24390243902439,she_dp
11,54.146341463414636,she_dp
12,56.09756097560975,she_dp
13,60.48780487804878,she_dp
14,61.951219512195124,she_dp
15,64.8780487804878,she_dp
16,65.85365853658537,she_dp
17,67.8048780487805,she_dp
18,71.70731707317073,she_dp
19,72.1951219512195,she_dp
20,70.73170731707317,she_dp
21,72.6829268292683,she_dp
22,76.09756097560975,she_dp
23,75.1219512195122,she_dp
24,74.14634146341463,she_dp
25,79.02439024390245,she_dp
26,78.53658536585365,she_dp
27,78.53658536585365,she_dp
28,80.48780487804878,she_dp
29,80.97560975609755,she_dp
30,81.46341463414635,she_dp
31,81.46341463414635,she_dp
32,80.0,she_dp
33,80.48780487804878,she_dp
34,80.48780487804878,she_dp
35,79.51219512195122,she_dp
36,79.02439024390245,she_dp
37,79.51219512195122,she_dp
38,80.0,she_dp
39,80.0,she_dp
40,80.48780487804878,she_dp
41,81.46341463414635,she_dp
42,81.95121951219512,she_dp
43,82.4390243902439,she_dp
44,82.92682926829268,she_dp
45,83.90243902439025,she_dp
46,83.41463414634147,she_dp
47,83.90243902439025,she_dp
48,83.90243902439025,she_dp
49,83.90243902439025,she_dp
50,81.46341463414635,she_dp
