round,accuracy,profile
0,55.609756097560975,she_dp
2,66.82926829268293,she_dp
3,65.36585365853658,she_dp
4,57.5609756097561,she_dp
5,54.146341463414636,she_dp
6,54.146341463414636,she_dp
7,56.09756097560975,she_dp
8,54.63414634146341,she_dp
9,57.5609756097561,she_dp
10,60.0,she_dp
11,60.97560975609756,she_dp
12,63.41463414634146,she_dp
13,65.85365853658537,she_dp
14,67.3170731707317,she_dp
15,69.26829268292683,she_dp
16,67.3170731707317,she_dp
17,68.78048780487805,she_dp
18,70.73170731707317,she_dp
19,71.21951219512195,she_dp
20,71.21951219512195,she_dp
21,71.21951219512195,she_dp
22,72.6829268292683,she_dp
23,70.2439024390244,she_dp
24,71.70731707317073,she_dp
25,73.65853658536585,she_dp
26,73.17073170731707,she_dp
27,73.65853658536585,she_dp
28,76.09756097560975,she_dp
29,77.5609756097561,she_dp
30,77.07317073170732,she_dp
31,76.58536585365853,she_dp
32,75.60975609756098,she_dp
33,76.09756097560975,she_dp
34,77.5609756097561,she_dp
35,78.04878048780488,she_dp
36,78.04878048780488,she_dp
37,78.04878048780488,she_dp
38,75.60975609756098,she_dp
39,75.1219512195122,she_dp
40,75.1219512195122,she_dp
41,74.63414634146342,she_dp
42,75.60975609756098,she_dp
43,74.14634146341463,she_dp
44,73.65853658536585,she_dp
45,74.14634146341463,she_dp
46,75.1219512195122,she_dp
47,74.63414634146342,she_dp
48,73.65853658536585,she_dp
49,76.58536585365853,she_dp
50,76.58536585365853,she_dp
