round,accuracy,profile
0,43.90243902439025,she_dp
2,63.90243902439025,she_dp
3,53.170731707317074,she_dp
4,61.46341463414634,she_dp
5,66.82926829268293,she_dp
6,71.70731707317073,she_dp
7,74.14634146341463,she_dp
8,76.09756097560975,she_dp
9,75.60975609756098,she_dp
10,75.60975609756098,she_dp
11,75.60975609756098,she_dp
12,75.60975609756098,she_dp
13,76.09756097560975,she_dp
14,74.63414634146342,she_dp
15,76.58536585365853,she_dp
16,76.58536585365853,she_dp
17,78.53658536585365,she_dp
18,79.51219512195122,she_dp
19,80.48780487804878,she_dp
20,79.51219512195122,she_dp
21,79.51219512195122,she_dp
22,77.5609756097561,she_dp
23,76.09756097560975,she_dp
24,78.53658536585365,she_dp
25,80.0,she_dp
