round,accuracy,profile
0,48.292682926829265,she_dp
2,50.73170731707317,she_dp
3,52.19512195121951,she_dp
4,48.292682926829265,she_dp
5,48.78048780487805,she_dp
6,48.78048780487805,she_dp
7,48.78048780487805,she_dp
8,48.78048780487805,she_dp
9,48.78048780487805,she_dp
10,48.78048780487805,she_dp
11,48.78048780487805,she_dp
12,48.78048780487805,she_dp
13,48.78048780487805,she_dp
14,48.78048780487805,she_dp
15,48.78048780487805,she_dp
16,49.26829268292683,she_dp
17,49.75609756097561,she_dp
18,49.75609756097561,she_dp
19,49.26829268292683,she_dp
20,49.75609756097561,she_dp
21,49.75609756097561,she_dp
22,49.75609756097561,she_dp
23,50.73170731707317,she_dp
24,50.73170731707317,she_dp
25,51.707317073170735,she_dp
26,52.68292682926829,she_dp
27,53.170731707317074,she_dp
28,54.146341463414636,she_dp
29,53.170731707317074,she_dp
30,53.170731707317074,she_dp
31,52.19512195121951,she_dp
32,54.63414634146341,she_dp
33,55.609756097560975,she_dp
34,59.02439024390244,she_dp
35,60.0,she_dp
36,62.4390243902439,she_dp
37,62.926829268292686,she_dp
38,65.36585365853658,she_dp
39,67.3170731707317,she_dp
40,67.3170731707317,she_dp
41,68.29268292682927,she_dp
42,69.7560975609756,she_dp
43,71.21951219512195,she_dp
44,71.70731707317073,she_dp
45,73.65853658536585,she_dp
46,75.1219512195122,she_dp
47,75.60975609756098,she_dp
48,75.60975609756098,she_dp
49,76.58536585365853,she_dp
50,76.09756097560975,she_dp
