round,accuracy,profile
0,40.97560975609756,she_dp
1,51.21951219512195,she_dp
2,54.63414634146341,she_dp
3,62.926829268292686,she_dp
4,65.85365853658537,she_dp
5,69.26829268292683,she_dp
6,70.73170731707317,she_dp
7,73.17073170731707,she_dp
8,74.14634146341463,she_dp
9,76.58536585365853,she_dp
10,75.60975609756098,she_dp
11,77.5609756097561,she_dp
12,76.09756097560975,she_dp
13,76.58536585365853,she_dp
14,77.5609756097561,she_dp
15,76.58536585365853,she_dp
16,77.5609756097561,she_dp
17,77.5609756097561,she_dp
18,78.04878048780488,she_dp
19,79.02439024390245,she_dp
20,79.51219512195122,she_dp
21,79.51219512195122,she_dp
22,79.02439024390245,she_dp
23,80.97560975609755,she_dp
24,80.48780487804878,she_dp
25,81.46341463414635,she_dp
