round,accuracy,profile
0,51.21951219512195,she_dp
1,65.36585365853658,she_dp
2,70.2439024390244,she_dp
3,67.8048780487805,she_dp
4,73.65853658536585,she_dp
5,75.1219512195122,she_dp
6,74.14634146341463,she_dp
7,76.58536585365853,she_dp
8,75.1219512195122,she_dp
9,74.63414634146342,she_dp
10,75.60975609756098,she_dp
11,77.07317073170732,she_dp
12,75.60975609756098,she_dp
13,81.46341463414635,she_dp
14,79.02439024390245,she_dp
15,81.46341463414635,she_dp
16,79.02439024390245,she_dp
17,80.97560975609755,she_dp
18,80.0,she_dp
19,82.4390243902439,she_dp
20,80.97560975609755,she_dp
21,81.95121951219512,she_dp
22,81.95121951219512,she_dp
23,82.92682926829268,she_dp
24,82.92682926829268,she_dp
25,82.92682926829268,she_dp
