round,accuracy,profile
0,42.926829268292686,she_dp
1,57.073170731707314,she_dp
2,59.51219512195122,she_dp
3,62.926829268292686,she_dp
4,66.34146341463415,she_dp
5,65.36585365853658,she_dp
6,66.82926829268293,she_dp
7,67.8048780487805,she_dp
8,66.82926829268293,she_dp
9,67.8048780487805,she_dp
10,68.29268292682927,she_dp
11,68.78048780487805,she_dp
12,68.29268292682927,she_dp
13,71.21951219512195,she_dp
14,71.70731707317073,she_dp
15,73.65853658536585,she_dp
16,74.14634146341463,she_dp
17,75.60975609756098,she_dp
18,75.60975609756098,she_dp
19,75.60975609756098,she_dp
20,75.60975609756098,she_dp
21,76.58536585365853,she_dp
22,76.58536585365853,she_dp
23,78.53658536585365,she_dp
24,78.53658536585365,she_dp
25,79.02439024390245,she_dp
