round,accuracy,profile
0,48.292682926829265,she
2,46.34146341463415,she
3,55.1219512195122,she
4,63.41463414634146,she
5,70.2439024390244,she
6,71.21951219512195,she
7,74.63414634146342,she
8,76.58536585365853,she
