round,rmse,profile
0,89.60689430960377,she
1,86.50126444162537,she
2,86.28744375179248,she
3,85.53666748462322,she
4,85.20031256819865,she
5,85.1884600780455,she
6,84.96597722121632,she
7,84.65714112210942,she
8,84.48087685794638,she
9,84.32235047164245,she
10,83.99119303720182,she
